show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5571,Movie,Dark 467,Shawn Levy,Jenna Ortega|Luis Guzmán,India,22-Aug-15,2015,PG-13,145 min,"Action & Adventure, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s5572,TV Show,Enola Holmes 272,Tim Burton,Henry Cavill|Sam Claflin,Brazil,17-Sep-25,1993,PG,3 Seasons,"Action & Adventure, Thriller",An emotional journey of hope and resilience.
s5573,TV Show,Narcos 844,Martin Scorsese,Ryan Gosling|Chris Evans,Germany,8-Jul-21,2023,R,5 Seasons,"Crime, Sci-Fi & Fantasy",An emotional journey of hope and resilience.
s5574,Movie,Wednesday Files 79,Harry Bradbeer,Úrsula Corberó|Álvaro Morte,Spain,30-Jul-16,1992,PG,93 min,"Sci-Fi & Fantasy, Comedy",A compelling story of courage and survival.
s5575,TV Show,The Adam Project 981,The Duffer Brothers,Robert De Niro|Al Pacino,France,19-Sep-19,2006,PG,6 Seasons,"Drama, Action & Adventure",Friends face extraordinary challenges together.
s5576,TV Show,Red Notice 878,Rawson Marshall Thurber,Millie Bobby Brown|Finn Wolfhard,India,16-Oct-20,2015,TV-14,3 Seasons,"Comedy, Thriller",A mystery unfolds with unexpected twists.
s5577,TV Show,Extraction 55,Martin Scorsese,Úrsula Corberó|Álvaro Morte,Spain,2-Dec-25,2018,R,2 Seasons,"Drama, Action & Adventure",A mystery unfolds with unexpected twists.
s5578,TV Show,Stranger Things 767,Martin Scorsese,Ryan Gosling|Chris Evans,France,14-Aug-17,1991,PG,3 Seasons,"Drama, Crime",An emotional journey of hope and resilience.
s5579,TV Show,Stranger Things 742,The Duffer Brothers,Chris Hemsworth|Rudhraksh Jaiswal,Japan,22-Feb-15,1993,R,7 Seasons,"Drama, Thriller",A thrilling adventure filled with suspense.
s5580,TV Show,Lucifer 338,Sam Hargrave,Ryan Reynolds|Gal Gadot,Germany,23-May-16,2018,PG-13,3 Seasons,"Action & Adventure, Comedy",A mystery unfolds with unexpected twists.
s5581,TV Show,Enola Holmes 286,Hwang Dong-hyuk,Robert De Niro|Al Pacino,Germany,24-Dec-24,2017,TV-MA,7 Seasons,"Comedy, Crime",Friends face extraordinary challenges together.
s5582,Movie,You 331,Rawson Marshall Thurber,Chris Hemsworth|Rudhraksh Jaiswal,South Korea,3-May-23,2014,PG,80 min,"Comedy, Thriller",A mystery unfolds with unexpected twists.
s5583,Movie,Bridgerton 67,Hwang Dong-hyuk,Robert De Niro|Al Pacino,United Kingdom,17-Mar-18,2015,TV-MA,89 min,"Documentaries, Drama",An emotional journey of hope and resilience.
s5584,TV Show,Outer Banks 441,The Duffer Brothers,Úrsula Corberó|Álvaro Morte,Japan,7-May-16,1998,TV-MA,8 Seasons,"Comedy, Romance",A mystery unfolds with unexpected twists.
s5585,TV Show,Bridgerton 81,Sam Hargrave,Úrsula Corberó|Álvaro Morte,United Kingdom,27-Oct-20,2010,R,6 Seasons,"Comedy, Crime",An emotional journey of hope and resilience.
s5586,TV Show,You 903,Shawn Levy,Úrsula Corberó|Álvaro Morte,United States,8-Sep-20,1992,PG,4 Seasons,"Thriller, Documentaries",A thrilling adventure filled with suspense.
s5587,TV Show,Ozark 252,Harry Bradbeer,Úrsula Corberó|Álvaro Morte,United States,31-Jul-17,2011,R,7 Seasons,"Comedy, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s5588,TV Show,Red Notice 288,Joe Russo,Ryan Gosling|Chris Evans,India,30-Apr-21,1991,TV-MA,3 Seasons,"Drama, Thriller",A compelling story of courage and survival.
s5589,TV Show,Wednesday 542,Hwang Dong-hyuk,Úrsula Corberó|Álvaro Morte,United Kingdom,6-Jun-23,2026,R,2 Seasons,"Romance, Action & Adventure",A thrilling adventure filled with suspense.
s5590,TV Show,The Adam Project 366,Martin Scorsese,Chris Hemsworth|Rudhraksh Jaiswal,Germany,13-Jul-17,1994,R,7 Seasons,"Documentaries, Sci-Fi & Fantasy",Friends face extraordinary challenges together.
s5591,Movie,The Adam Project 771,Sam Hargrave,Ryan Gosling|Chris Evans,India,28-May-25,2001,PG,104 min,"Comedy, Action & Adventure",A thrilling adventure filled with suspense.
s5592,TV Show,Stranger Things 320,Shawn Levy,Robert De Niro|Al Pacino,United Kingdom,13-Oct-16,1994,TV-14,2 Seasons,"Comedy, Romance",An emotional journey of hope and resilience.
s5593,Movie,You 466,Sam Hargrave,Ryan Reynolds|Gal Gadot,United States,6-Oct-19,2014,TV-MA,176 min,"Thriller, Crime",A thrilling adventure filled with suspense.
s5594,TV Show,Enola Holmes 480,Álex Pina,Robert De Niro|Al Pacino,France,5-May-25,2008,TV-MA,6 Seasons,"Drama, Sci-Fi & Fantasy",An emotional journey of hope and resilience.
s5595,TV Show,Extraction 491,Tim Burton,Robert De Niro|Al Pacino,Brazil,3-Feb-18,2007,TV-MA,6 Seasons,"Thriller, Documentaries",A mystery unfolds with unexpected twists.
s5596,TV Show,The Gray Man 243,Martin Scorsese,Henry Cavill|Sam Claflin,South Korea,14-Oct-16,2010,PG,5 Seasons,"Action & Adventure, Crime",A thrilling adventure filled with suspense.
s5597,TV Show,Wednesday Files 724,Rawson Marshall Thurber,Jenna Ortega|Luis Guzmán,United Kingdom,6-Jul-21,2022,PG,6 Seasons,"Comedy, Action & Adventure",A compelling story of courage and survival.
s5598,Movie,The Gray Man 152,Anthony Russo,Robert De Niro|Al Pacino,Germany,17-Oct-23,2017,TV-MA,171 min,"Thriller, Comedy",A thrilling adventure filled with suspense.
s5599,Movie,The Crown 102,Harry Bradbeer,Úrsula Corberó|Álvaro Morte,India,20-Oct-22,1994,TV-MA,76 min,"Thriller, Documentaries",A thrilling adventure filled with suspense.
s5600,Movie,Lucifer 735,Hwang Dong-hyuk,Ryan Reynolds|Gal Gadot,Germany,6-Jun-24,2001,TV-MA,164 min,"Thriller, Crime",Friends face extraordinary challenges together.
s5601,Movie,Wednesday 834,Shawn Levy,Chris Hemsworth|Rudhraksh Jaiswal,India,28-May-18,2023,R,169 min,"Drama, Sci-Fi & Fantasy",An emotional journey of hope and resilience.
s5602,Movie,Manifest 494,Hwang Dong-hyuk,Úrsula Corberó|Álvaro Morte,Spain,5-Feb-16,2003,TV-MA,159 min,"Comedy, Documentaries",An emotional journey of hope and resilience.
s5603,Movie,Red Notice 166,Martin Scorsese,Henry Cavill|Sam Claflin,United Kingdom,25-Jun-24,2025,R,155 min,"Romance, Crime",An emotional journey of hope and resilience.
s5604,Movie,Squid Game 242,Sam Hargrave,Robert De Niro|Al Pacino,Germany,3-Sep-17,2016,TV-14,144 min,"Thriller, Action & Adventure",An emotional journey of hope and resilience.
s5605,Movie,Lucifer 675,Hwang Dong-hyuk,Ryan Gosling|Chris Evans,Germany,19-Feb-25,1992,PG-13,121 min,"Romance, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s5606,Movie,The Adam Project 429,Rawson Marshall Thurber,Millie Bobby Brown|Finn Wolfhard,United Kingdom,8-Apr-21,2002,PG,97 min,"Romance, Action & Adventure",An emotional journey of hope and resilience.
s5607,TV Show,Lucifer 30,Tim Burton,Ryan Reynolds|Gal Gadot,Japan,2-Mar-19,2013,PG,1 Seasons,"Action & Adventure, Romance",A thrilling adventure filled with suspense.
s5608,TV Show,The Adam Project 475,Joe Russo,Henry Cavill|Sam Claflin,Brazil,12-Jan-17,2025,TV-14,1 Seasons,"Romance, Comedy",An emotional journey of hope and resilience.
s5609,Movie,Dark 783,The Duffer Brothers,Ryan Gosling|Chris Evans,France,14-Oct-23,2023,TV-MA,117 min,"Sci-Fi & Fantasy, Drama",A thrilling adventure filled with suspense.
s5610,TV Show,Squid Game 333,Sam Hargrave,Ryan Gosling|Chris Evans,Japan,20-Aug-22,2026,TV-14,5 Seasons,"Action & Adventure, Thriller",A thrilling adventure filled with suspense.
s5611,Movie,Bridgerton 60,The Duffer Brothers,Chris Hemsworth|Rudhraksh Jaiswal,India,23-Sep-22,2020,PG,108 min,"Romance, Thriller",A compelling story of courage and survival.
s5612,TV Show,Narcos 383,The Duffer Brothers,Millie Bobby Brown|Finn Wolfhard,Brazil,4-Jul-24,1993,R,5 Seasons,"Crime, Thriller",A compelling story of courage and survival.
s5613,Movie,Narcos 120,Shawn Levy,Millie Bobby Brown|Finn Wolfhard,United States,21-Dec-15,2001,TV-14,136 min,"Thriller, Romance",Friends face extraordinary challenges together.
s5614,TV Show,Dark 534,Anthony Russo,Robert De Niro|Al Pacino,United Kingdom,16-Jun-23,2001,R,1 Seasons,"Crime, Drama",An emotional journey of hope and resilience.
s5615,TV Show,The Crown 20,Rawson Marshall Thurber,Henry Cavill|Sam Claflin,Germany,23-Oct-19,2008,R,5 Seasons,"Romance, Crime",A compelling story of courage and survival.
s5616,Movie,Ozark 451,Anthony Russo,Lee Jung-jae|Park Hae-soo,France,17-May-21,2023,TV-14,138 min,"Romance, Crime",A thrilling adventure filled with suspense.
s5617,TV Show,Manifest 595,Harry Bradbeer,Lee Jung-jae|Park Hae-soo,Spain,25-Oct-15,1993,TV-14,1 Seasons,"Romance, Action & Adventure",An emotional journey of hope and resilience.
s5618,Movie,Squid Game 434,Álex Pina,Millie Bobby Brown|Finn Wolfhard,Spain,4-Jul-25,2002,PG,134 min,"Drama, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s5619,Movie,Ozark 809,Martin Scorsese,Chris Hemsworth|Rudhraksh Jaiswal,Spain,31-Jul-22,2003,TV-14,116 min,"Sci-Fi & Fantasy, Romance",A thrilling adventure filled with suspense.
s5620,Movie,Stranger Things 999,Harry Bradbeer,Lee Jung-jae|Park Hae-soo,South Korea,16-Jul-25,2017,TV-14,173 min,"Comedy, Sci-Fi & Fantasy",An emotional journey of hope and resilience.
s5621,TV Show,Red Notice 782,Tim Burton,Ryan Gosling|Chris Evans,India,9-Oct-20,1993,TV-MA,4 Seasons,"Crime, Documentaries",An emotional journey of hope and resilience.
s5622,TV Show,The Gray Man 925,Tim Burton,Úrsula Corberó|Álvaro Morte,India,20-Jul-23,1992,PG-13,3 Seasons,"Crime, Thriller",A mystery unfolds with unexpected twists.
s5623,TV Show,Extraction 381,Rawson Marshall Thurber,Jenna Ortega|Luis Guzmán,United States,1-Mar-18,1995,TV-MA,7 Seasons,"Romance, Thriller",An emotional journey of hope and resilience.
s5624,Movie,Narcos 233,Rawson Marshall Thurber,Ryan Reynolds|Gal Gadot,India,11-Sep-18,2022,R,135 min,"Comedy, Action & Adventure",An emotional journey of hope and resilience.
s5625,TV Show,Money Heist 563,Shawn Levy,Henry Cavill|Sam Claflin,United Kingdom,29-Sep-20,2019,TV-MA,8 Seasons,"Crime, Romance",A compelling story of courage and survival.
s5626,Movie,Outer Banks 278,The Duffer Brothers,Jenna Ortega|Luis Guzmán,Germany,20-Jun-17,2025,TV-14,171 min,"Documentaries, Thriller",A thrilling adventure filled with suspense.
s5627,TV Show,The Crown 239,Anthony Russo,Lee Jung-jae|Park Hae-soo,India,25-Nov-20,2024,R,4 Seasons,"Romance, Crime",An emotional journey of hope and resilience.
s5628,Movie,Lucifer 989,Sam Hargrave,Lee Jung-jae|Park Hae-soo,South Korea,13-Apr-21,2011,PG-13,115 min,"Comedy, Action & Adventure",A mystery unfolds with unexpected twists.
s5629,Movie,Bridgerton 610,Sam Hargrave,Chris Hemsworth|Rudhraksh Jaiswal,Brazil,3-Dec-20,2024,TV-MA,132 min,"Documentaries, Drama",A thrilling adventure filled with suspense.
s5630,Movie,Bridgerton 526,Shawn Levy,Jenna Ortega|Luis Guzmán,India,5-Jul-24,2011,PG,99 min,"Sci-Fi & Fantasy, Romance",A thrilling adventure filled with suspense.
s5631,Movie,Outer Banks 700,Hwang Dong-hyuk,Lee Jung-jae|Park Hae-soo,Japan,1-Jul-20,1991,PG,131 min,"Comedy, Action & Adventure",Friends face extraordinary challenges together.
s5632,TV Show,Narcos 277,Sam Hargrave,Jenna Ortega|Luis Guzmán,Spain,10-Nov-19,2013,R,2 Seasons,"Drama, Thriller",A thrilling adventure filled with suspense.
s5633,Movie,Bridgerton 329,Anthony Russo,Millie Bobby Brown|Finn Wolfhard,Germany,7-Apr-25,2008,TV-MA,139 min,"Drama, Action & Adventure",A thrilling adventure filled with suspense.
s5634,Movie,Wednesday Files 591,Álex Pina,Henry Cavill|Sam Claflin,Germany,31-Jan-15,2011,PG-13,178 min,"Romance, Crime",A compelling story of courage and survival.
s5635,Movie,The Crown 936,Harry Bradbeer,Ryan Gosling|Chris Evans,Japan,8-Feb-24,2026,TV-14,161 min,"Action & Adventure, Thriller",An emotional journey of hope and resilience.
s5636,Movie,Lucifer 596,The Duffer Brothers,Ryan Reynolds|Gal Gadot,Brazil,20-Sep-15,2021,R,124 min,"Action & Adventure, Romance",A compelling story of courage and survival.
s5637,TV Show,Manifest 73,Martin Scorsese,Chris Hemsworth|Rudhraksh Jaiswal,Spain,16-Jun-20,2015,TV-14,4 Seasons,"Sci-Fi & Fantasy, Drama",An emotional journey of hope and resilience.
s5638,Movie,Stranger Things 733,Joe Russo,Millie Bobby Brown|Finn Wolfhard,France,1-Jul-22,2020,PG,85 min,"Sci-Fi & Fantasy, Action & Adventure",A mystery unfolds with unexpected twists.
s5639,Movie,Stranger Things 959,Harry Bradbeer,Robert De Niro|Al Pacino,United States,29-Dec-18,2013,PG,168 min,"Romance, Thriller",An emotional journey of hope and resilience.
s5640,TV Show,Outer Banks 340,Rawson Marshall Thurber,Lee Jung-jae|Park Hae-soo,South Korea,25-May-23,2001,TV-MA,1 Seasons,"Drama, Comedy",An emotional journey of hope and resilience.
s5641,Movie,Enola Holmes 678,Álex Pina,Chris Hemsworth|Rudhraksh Jaiswal,South Korea,24-Oct-21,2001,PG,103 min,"Thriller, Crime",An emotional journey of hope and resilience.
s5642,Movie,Enola Holmes 933,Álex Pina,Jenna Ortega|Luis Guzmán,South Korea,2-Oct-17,2000,R,175 min,"Sci-Fi & Fantasy, Romance",A compelling story of courage and survival.
s5643,TV Show,Lucifer 229,The Duffer Brothers,Robert De Niro|Al Pacino,Spain,5-Feb-22,2019,PG,7 Seasons,"Comedy, Documentaries",A thrilling adventure filled with suspense.
s5644,Movie,Wednesday 845,Anthony Russo,Henry Cavill|Sam Claflin,United States,28-Jan-18,2011,PG-13,137 min,"Drama, Comedy",A thrilling adventure filled with suspense.
s5645,Movie,Extraction 237,Tim Burton,Chris Hemsworth|Rudhraksh Jaiswal,Spain,15-Feb-26,2002,PG-13,109 min,"Drama, Documentaries",A mystery unfolds with unexpected twists.
s5646,TV Show,Squid Game 152,Hwang Dong-hyuk,Úrsula Corberó|Álvaro Morte,Germany,4-Mar-24,2013,PG,1 Seasons,"Crime, Drama",A mystery unfolds with unexpected twists.
s5647,Movie,Extraction 706,The Duffer Brothers,Jenna Ortega|Luis Guzmán,United Kingdom,2-Mar-15,2009,PG,97 min,"Comedy, Documentaries",A compelling story of courage and survival.
s5648,TV Show,Manifest 380,Anthony Russo,Lee Jung-jae|Park Hae-soo,United States,2-Jan-15,2007,TV-MA,2 Seasons,"Thriller, Documentaries",Friends face extraordinary challenges together.
s5649,Movie,Squid Game 101,Anthony Russo,Chris Hemsworth|Rudhraksh Jaiswal,India,28-Jul-23,2022,TV-14,178 min,"Action & Adventure, Comedy",Friends face extraordinary challenges together.
s5650,Movie,Outer Banks 382,Martin Scorsese,Chris Hemsworth|Rudhraksh Jaiswal,United States,14-Sep-18,1998,TV-14,103 min,"Action & Adventure, Comedy",A thrilling adventure filled with suspense.
s5651,Movie,You 323,The Duffer Brothers,Chris Hemsworth|Rudhraksh Jaiswal,South Korea,17-Jan-18,2001,PG-13,102 min,"Thriller, Action & Adventure",A compelling story of courage and survival.
s5652,Movie,Squid Game 801,Hwang Dong-hyuk,Chris Hemsworth|Rudhraksh Jaiswal,France,29-Mar-17,1995,TV-MA,92 min,"Comedy, Sci-Fi & Fantasy",An emotional journey of hope and resilience.
s5653,TV Show,Wednesday 1,Anthony Russo,Lee Jung-jae|Park Hae-soo,Germany,8-Mar-18,2009,TV-14,4 Seasons,"Comedy, Romance",Friends face extraordinary challenges together.
s5654,Movie,Money Heist 729,Harry Bradbeer,Millie Bobby Brown|Finn Wolfhard,India,5-Apr-22,2026,PG-13,156 min,"Comedy, Thriller",A mystery unfolds with unexpected twists.
s5655,Movie,Wednesday Files 835,Harry Bradbeer,Chris Hemsworth|Rudhraksh Jaiswal,India,19-May-17,2012,PG,77 min,"Thriller, Crime",A compelling story of courage and survival.
s5656,TV Show,Wednesday 684,Rawson Marshall Thurber,Chris Hemsworth|Rudhraksh Jaiswal,United States,29-Feb-16,2009,R,8 Seasons,"Action & Adventure, Romance",A compelling story of courage and survival.
s5657,TV Show,Narcos 976,Tim Burton,Ryan Reynolds|Gal Gadot,United States,21-Oct-22,2025,TV-14,5 Seasons,"Action & Adventure, Crime",A mystery unfolds with unexpected twists.
s5658,Movie,Stranger Things 664,Harry Bradbeer,Úrsula Corberó|Álvaro Morte,Brazil,4-Apr-23,2019,TV-14,130 min,"Crime, Documentaries",A thrilling adventure filled with suspense.
s5659,Movie,Narcos 360,Joe Russo,Lee Jung-jae|Park Hae-soo,Brazil,27-Jan-22,1996,PG-13,170 min,"Documentaries, Romance",A compelling story of courage and survival.
s5660,Movie,Squid Game 723,Martin Scorsese,Chris Hemsworth|Rudhraksh Jaiswal,Spain,20-Dec-21,1991,PG,134 min,"Documentaries, Comedy",Friends face extraordinary challenges together.
s5661,Movie,The Adam Project 791,Harry Bradbeer,Lee Jung-jae|Park Hae-soo,United States,14-Sep-18,2019,TV-14,106 min,"Drama, Thriller",An emotional journey of hope and resilience.
s5662,TV Show,Money Heist 589,Tim Burton,Ryan Reynolds|Gal Gadot,United Kingdom,19-Oct-24,1999,R,8 Seasons,"Crime, Action & Adventure",A compelling story of courage and survival.
s5663,TV Show,Narcos 769,Shawn Levy,Ryan Gosling|Chris Evans,France,5-Mar-18,2023,PG,1 Seasons,"Crime, Documentaries",A compelling story of courage and survival.
s5664,Movie,Stranger Things 170,Anthony Russo,Henry Cavill|Sam Claflin,South Korea,7-Sep-24,2023,TV-MA,115 min,"Drama, Thriller",A compelling story of courage and survival.
s5665,TV Show,Bridgerton 563,Shawn Levy,Millie Bobby Brown|Finn Wolfhard,Japan,3-Mar-19,1992,PG,6 Seasons,"Romance, Action & Adventure",An emotional journey of hope and resilience.
s5666,TV Show,Stranger Things 596,Shawn Levy,Jenna Ortega|Luis Guzmán,France,6-Nov-25,2026,R,2 Seasons,"Comedy, Action & Adventure",A thrilling adventure filled with suspense.
s5667,Movie,Enola Holmes 197,The Duffer Brothers,Millie Bobby Brown|Finn Wolfhard,Spain,22-Jan-23,1991,R,109 min,"Action & Adventure, Thriller",An emotional journey of hope and resilience.
s5668,TV Show,Money Heist 52,Tim Burton,Ryan Reynolds|Gal Gadot,Germany,12-Sep-19,2011,TV-14,4 Seasons,"Drama, Crime",Friends face extraordinary challenges together.
s5669,TV Show,Wednesday Files 537,Martin Scorsese,Úrsula Corberó|Álvaro Morte,South Korea,1-Aug-22,2006,TV-MA,5 Seasons,"Crime, Sci-Fi & Fantasy",Friends face extraordinary challenges together.
s5670,TV Show,Wednesday 598,Álex Pina,Millie Bobby Brown|Finn Wolfhard,Spain,6-Mar-23,2012,TV-MA,6 Seasons,"Sci-Fi & Fantasy, Action & Adventure",Friends face extraordinary challenges together.
s5671,Movie,Outer Banks 381,Rawson Marshall Thurber,Robert De Niro|Al Pacino,Canada,24-May-15,2007,R,171 min,"Comedy, Documentaries",An emotional journey of hope and resilience.
s5672,Movie,Bridgerton 911,Hwang Dong-hyuk,Millie Bobby Brown|Finn Wolfhard,Brazil,12-Mar-17,2008,PG,84 min,"Action & Adventure, Comedy",An emotional journey of hope and resilience.
s5673,Movie,Manifest 912,Álex Pina,Millie Bobby Brown|Finn Wolfhard,United Kingdom,7-Jul-22,2018,R,93 min,"Romance, Crime",A thrilling adventure filled with suspense.
s5674,Movie,Ozark 24,Hwang Dong-hyuk,Millie Bobby Brown|Finn Wolfhard,Japan,12-Mar-22,2024,PG-13,110 min,"Sci-Fi & Fantasy, Drama",A mystery unfolds with unexpected twists.
s5675,Movie,Manifest 687,Shawn Levy,Ryan Reynolds|Gal Gadot,Canada,12-Oct-18,2026,TV-14,144 min,"Crime, Drama",A thrilling adventure filled with suspense.
s5676,Movie,Outer Banks 746,Rawson Marshall Thurber,Ryan Gosling|Chris Evans,United Kingdom,21-Apr-26,2005,TV-MA,90 min,"Comedy, Thriller",A mystery unfolds with unexpected twists.
s5677,TV Show,Enola Holmes 913,Harry Bradbeer,Ryan Gosling|Chris Evans,Spain,2-Oct-23,1990,TV-MA,6 Seasons,"Sci-Fi & Fantasy, Romance",A thrilling adventure filled with suspense.
s5678,Movie,Wednesday 357,Joe Russo,Millie Bobby Brown|Finn Wolfhard,United States,29-Nov-15,2019,PG,115 min,"Crime, Documentaries",A mystery unfolds with unexpected twists.
s5679,TV Show,Narcos 746,Álex Pina,Úrsula Corberó|Álvaro Morte,Canada,7-Dec-20,1999,R,2 Seasons,"Thriller, Crime",An emotional journey of hope and resilience.
s5680,TV Show,Lucifer 892,Álex Pina,Millie Bobby Brown|Finn Wolfhard,India,8-Apr-23,2015,TV-MA,3 Seasons,"Romance, Documentaries",Friends face extraordinary challenges together.
s5681,TV Show,Bridgerton 412,Rawson Marshall Thurber,Ryan Reynolds|Gal Gadot,France,28-Jan-22,2003,TV-14,7 Seasons,"Romance, Action & Adventure",Friends face extraordinary challenges together.
s5682,TV Show,Money Heist 87,Martin Scorsese,Ryan Gosling|Chris Evans,Brazil,14-Jan-25,2016,PG-13,2 Seasons,"Romance, Sci-Fi & Fantasy",A thrilling adventure filled with suspense.
s5683,Movie,Stranger Things 233,Rawson Marshall Thurber,Millie Bobby Brown|Finn Wolfhard,Spain,14-Feb-24,2017,R,110 min,"Action & Adventure, Sci-Fi & Fantasy",Friends face extraordinary challenges together.
s5684,Movie,The Irishman 731,The Duffer Brothers,Úrsula Corberó|Álvaro Morte,Japan,27-Apr-24,2008,PG-13,119 min,"Documentaries, Crime",Friends face extraordinary challenges together.
s5685,Movie,Enola Holmes 717,Sam Hargrave,Ryan Gosling|Chris Evans,United States,3-Nov-19,1997,TV-MA,138 min,"Documentaries, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s5686,TV Show,Dark 220,Rawson Marshall Thurber,Robert De Niro|Al Pacino,United States,5-Jan-16,2003,PG,7 Seasons,"Comedy, Thriller",Friends face extraordinary challenges together.
s5687,TV Show,Money Heist 524,Rawson Marshall Thurber,Ryan Gosling|Chris Evans,South Korea,23-Oct-23,2025,PG-13,1 Seasons,"Romance, Drama",An emotional journey of hope and resilience.
s5688,TV Show,The Adam Project 440,Martin Scorsese,Úrsula Corberó|Álvaro Morte,France,11-Oct-23,2002,TV-14,8 Seasons,"Sci-Fi & Fantasy, Comedy",An emotional journey of hope and resilience.
s5689,TV Show,Stranger Things 512,Shawn Levy,Jenna Ortega|Luis Guzmán,India,3-Jan-19,2019,TV-14,7 Seasons,"Romance, Thriller",Friends face extraordinary challenges together.
s5690,TV Show,Enola Holmes 622,Martin Scorsese,Ryan Gosling|Chris Evans,United States,2-Apr-25,2021,TV-14,7 Seasons,"Documentaries, Crime",A mystery unfolds with unexpected twists.
s5691,Movie,The Crown 383,Álex Pina,Ryan Gosling|Chris Evans,India,19-May-19,2006,PG-13,175 min,"Romance, Thriller",Friends face extraordinary challenges together.
s5692,TV Show,Squid Game 29,Tim Burton,Jenna Ortega|Luis Guzmán,France,6-May-24,1997,TV-14,2 Seasons,"Thriller, Action & Adventure",An emotional journey of hope and resilience.
s5693,TV Show,The Irishman 274,Rawson Marshall Thurber,Chris Hemsworth|Rudhraksh Jaiswal,Japan,22-Jan-25,2017,PG,6 Seasons,"Action & Adventure, Thriller",A compelling story of courage and survival.
s5694,TV Show,Outer Banks 610,Anthony Russo,Lee Jung-jae|Park Hae-soo,Germany,31-Jul-15,1994,R,2 Seasons,"Thriller, Comedy",An emotional journey of hope and resilience.
s5695,Movie,Enola Holmes 648,Sam Hargrave,Chris Hemsworth|Rudhraksh Jaiswal,Canada,13-Apr-15,2015,PG-13,137 min,"Documentaries, Drama",Friends face extraordinary challenges together.
s5696,Movie,Extraction 546,Anthony Russo,Chris Hemsworth|Rudhraksh Jaiswal,Brazil,28-Jul-20,2024,TV-14,180 min,"Romance, Drama",A mystery unfolds with unexpected twists.
s5697,TV Show,Wednesday Files 561,Hwang Dong-hyuk,Robert De Niro|Al Pacino,France,24-Nov-21,2026,TV-MA,3 Seasons,"Comedy, Drama",A thrilling adventure filled with suspense.
s5698,Movie,Dark 541,Joe Russo,Úrsula Corberó|Álvaro Morte,Germany,20-Nov-24,1991,PG,144 min,"Drama, Romance",Friends face extraordinary challenges together.
s5699,TV Show,Wednesday 406,Joe Russo,Chris Hemsworth|Rudhraksh Jaiswal,Spain,20-Sep-23,1990,PG-13,2 Seasons,"Thriller, Action & Adventure",Friends face extraordinary challenges together.
s5700,TV Show,Wednesday 645,Martin Scorsese,Millie Bobby Brown|Finn Wolfhard,Germany,28-May-24,1991,R,4 Seasons,"Drama, Action & Adventure",A mystery unfolds with unexpected twists.
s5701,TV Show,Manifest 726,Rawson Marshall Thurber,Ryan Reynolds|Gal Gadot,United Kingdom,29-Jan-23,2009,R,8 Seasons,"Thriller, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s5702,Movie,You 615,Hwang Dong-hyuk,Jenna Ortega|Luis Guzmán,Japan,1-Nov-19,2026,TV-14,180 min,"Crime, Documentaries",Friends face extraordinary challenges together.
s5703,TV Show,You 928,Hwang Dong-hyuk,Ryan Reynolds|Gal Gadot,Canada,20-Jul-22,2018,TV-14,5 Seasons,"Drama, Documentaries",An emotional journey of hope and resilience.
s5704,TV Show,Wednesday 785,Rawson Marshall Thurber,Robert De Niro|Al Pacino,Japan,17-Nov-23,2023,TV-14,3 Seasons,"Sci-Fi & Fantasy, Action & Adventure",A mystery unfolds with unexpected twists.
s5705,TV Show,The Gray Man 49,Anthony Russo,Chris Hemsworth|Rudhraksh Jaiswal,United Kingdom,29-Sep-24,2023,TV-MA,4 Seasons,"Romance, Comedy",A mystery unfolds with unexpected twists.
s5706,TV Show,Bridgerton 249,Sam Hargrave,Úrsula Corberó|Álvaro Morte,Germany,1-Jan-17,2012,PG-13,4 Seasons,"Thriller, Documentaries",An emotional journey of hope and resilience.
s5707,TV Show,Extraction 813,Shawn Levy,Robert De Niro|Al Pacino,United States,21-Nov-15,2005,PG,8 Seasons,"Thriller, Drama",A mystery unfolds with unexpected twists.
s5708,Movie,The Gray Man 745,Anthony Russo,Ryan Gosling|Chris Evans,United Kingdom,22-Dec-18,1997,TV-14,153 min,"Sci-Fi & Fantasy, Romance",A thrilling adventure filled with suspense.
s5709,Movie,Wednesday 793,Tim Burton,Ryan Reynolds|Gal Gadot,Canada,8-Jan-25,2021,PG,122 min,"Action & Adventure, Romance",A compelling story of courage and survival.
s5710,Movie,Red Notice 390,The Duffer Brothers,Jenna Ortega|Luis Guzmán,Germany,12-Jul-24,2018,TV-14,156 min,"Documentaries, Drama",A thrilling adventure filled with suspense.
s5711,TV Show,The Adam Project 818,Anthony Russo,Úrsula Corberó|Álvaro Morte,India,2-Jan-24,1993,PG-13,6 Seasons,"Romance, Crime",An emotional journey of hope and resilience.
s5712,Movie,Red Notice 785,Harry Bradbeer,Ryan Gosling|Chris Evans,United States,1-Sep-15,2025,R,136 min,"Romance, Thriller",Friends face extraordinary challenges together.
s5713,TV Show,Outer Banks 787,Sam Hargrave,Millie Bobby Brown|Finn Wolfhard,Canada,30-Mar-22,2021,TV-MA,4 Seasons,"Romance, Crime",A compelling story of courage and survival.
